|	№	||	timeStamp'	||	TURNSTILE	||	CARD TYPE	||	REJECTED	||	SKI PASS info'	||	
|	972	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=c666d66a-04ff-4aa2-a38f-a7082ba52502, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	973	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=6960a1c3-a03b-4e78-b70c-777fd45639d6, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	974	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=5111143b-37b3-49e4-b916-23271736bb61, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	975	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=9fd04e7c-5a35-4928-b0d0-7f68b6a2519c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	976	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=f7b923dc-5d24-4299-8149-f2ebb10509b0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	977	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=9a7b2cb2-a565-492d-8f34-328bcd4e8e50, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	978	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=a0e04e46-e303-412b-9ef9-0d5eea8ade7a, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	979	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=4da30ad8-a957-400d-b391-6239400978e4, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	980	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=fc8c0a87-4161-4ef7-8f4a-f1f2d5560bc4, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	981	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=c374d4ab-3e0f-4cc8-8c08-ae81b9a7af7d, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	982	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=0224a67f-48c4-43fa-b14c-44c1da90225f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	983	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=3bc5d832-c8df-4701-b278-126a1eab39df, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	984	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=463291a7-d0ee-44e7-851e-b486653625d0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	985	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=2e7d78a8-91d3-4a02-b04e-9e2ce5334992, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	986	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=7b500322-7555-4853-bb46-7bd5290b05af, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	987	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=8c2e595c-8bba-4514-a4d0-e7a7b98621e7, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	988	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=7b71fed9-2bdc-47e0-a3d4-20f4079b5d2b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	989	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=20490151-ce64-4779-ac14-213eeb1436af, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	990	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=cc26053a-1e32-41cd-aa03-b4efd0c37d35, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	991	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=a9ca03a2-b7c1-4df1-bf85-36c7b7426e95, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	992	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=6beb0d44-220e-48fb-ad3c-5932a522d523, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	993	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=9b3b79ac-6f0a-4d0f-ae4d-493b15bac9fc, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	994	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=eef736f5-9c4b-44c0-bd95-7090c4bda96b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	995	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=d3a4211b-de04-4bf1-a930-bf5e72fde22c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	996	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{50fromFIFTY, cardType=SEASON, blocked=false, id=beeb8b9b-aa2f-44ae-96bf-e13c82e557f0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	997	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=3e66afca-cc04-4435-9be1-8409fac33126, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	998	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=4bc9aed8-0601-4db9-b1bd-211f8e4fcdac, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	999	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=a4adf5cf-3cac-4fcf-9444-f0b3d2dc9db8, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1000	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=6b38b4aa-5625-4dd8-bd7c-002dae5102d9, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1001	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=8fd0054c-012f-4b14-a6ca-3d7ee048d3b1, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1002	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=e6ab3f07-f30b-49c2-b359-130eb9abed9d, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1003	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=7da75434-4734-41e2-ab2f-b90af65a7dc3, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1004	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=e96d0971-7b2e-4aa2-9a0f-32b8750dae45, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1005	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=74247d8c-360e-4b36-ab47-101074af5859, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1006	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=d573ca32-5065-4418-9dd3-26982b128564, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1007	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=547439b6-cc3f-4a58-bf4b-f4e6448eea6e, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1008	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=682184ea-fefe-4411-9168-798cd849ef04, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1009	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=a19b9636-4f67-4b04-8e6f-8e454d038a79, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1010	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=e22c92f2-1c7d-4f96-a289-58f13c500143, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1011	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{50fromFIFTY, cardType=SEASON, blocked=false, id=65a07078-cb36-451d-982b-404bfc522d5d, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1012	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=a2be9fcc-b719-4d8e-8f68-c4cb86c76513, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1013	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=401a3e01-b622-4039-98d3-5484c19ed906, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1014	||	09 мая 2015 13:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=66ff0ca1-2033-4a4e-a2e7-73fd6fa4f2fa, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1015	||	09 мая 2015 13:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=95ea7138-1b64-43b8-8cc5-c2f26a858e3f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1016	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=4c40c534-720a-4e35-ac4f-5580c5656da7, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1017	||	09 мая 2015 13:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=c267f943-b9c8-486e-83eb-035714a08402, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	1018	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=4a58a145-d3bf-42bc-9b9a-10a2f8cfc98a, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1019	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=48220c1e-5f2d-4f47-97f4-6ddac4e99d33, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1020	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=0b4527ca-c164-4ff2-ab47-64d9ae13ec70, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	1021	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{10fromTEN, cardType=WORKDAYS, blocked=false, id=b3879f6b-ab03-41fa-94be-e4839da3ef57, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	1022	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=e3fbeaa3-988d-46c4-81f6-111a7dd1f821, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1023	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=545ccb36-078a-4e3e-978f-1c59fd2b0331, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1024	||	09 мая 2015 13:00:00'	||	2	||	HOLIDAYS	||	true	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=9f509d78-e0b8-43ea-b690-9773284dd0b2, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1025	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	true	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=324e1013-2ae4-4ac8-887f-5422e39360f4, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1026	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	true	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=d110996c-5b44-4bff-9af9-c8ee64883987, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1027	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=98e4afe4-cefe-4ade-9e3d-f6e49ac19746, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1028	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=3c2f3245-d512-4034-aa4c-2b5a7309efe6, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1029	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=SEASON, blocked=false, id=922aa4d9-525f-4be8-9f34-9b7f78707631, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1030	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=c849dd3a-36cb-423c-9b35-c98c736fbd31, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1031	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=WORKDAYS, blocked=false, id=a5af214d-ffeb-4b3c-ab9b-131bd98733a7, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	1032	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=SEASON, blocked=false, id=ab16e699-0321-4d44-9a10-9416769b9322, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1033	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=39ffcc81-3605-4ad5-96b2-b368ac3cd95e, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1034	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=ca56601b-6af3-4463-8c6a-50bdb156852f, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1035	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=9c50eeb9-8571-4c30-8b57-814ddb4caf5b, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1036	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=SEASON, blocked=false, id=00a50194-1526-4426-975d-8cda98ed45d0, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1037	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=WORKDAYS, blocked=false, id=c4ae3a8d-3464-4d79-8539-45f8c726112b, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	1038	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=WORKDAYS, blocked=false, id=1de29afb-7dca-40b9-b7a2-9fd193b8fa9f, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	1039	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=328045f0-ba78-4d59-883e-1ec061e1f478, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1040	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=9b1a82b0-1d80-4990-9fb8-1228404adb9d, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1041	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=3dbe53bb-19f1-4a99-a326-5a6ddfdd23aa, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1042	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=SEASON, blocked=false, id=42793f2b-66ab-4a46-b82d-748a7f946987, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	1043	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=9889ca7e-6df9-48a9-9657-f037382abb28, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1044	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=0d5a33d6-3bdf-44cc-9cbf-9aa0bf92544f, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1045	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=820b728c-782a-42ac-ace5-4760fbab0e25, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1046	||	09 мая 2015 13:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=da04dcd2-32e6-45af-b569-4a14a6d4d592, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1047	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=861233d2-0182-4b45-ae57-3e72b9c50a58, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1048	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=SEASON, blocked=false, id=d71698c7-27ea-40ca-b182-41806f393bf3, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1049	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=WORKDAYS, blocked=false, id=43c8857b-7d84-4e08-ae36-c8862c759b2f, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1050	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=66a4e060-f6f6-4da1-b1f0-c1ef812836ed, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1051	||	09 мая 2015 13:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=d8da6c80-7237-4e3a-910e-17e7768891ed, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	1052	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=85eb1c80-d897-42f1-8c7d-a2ba0fcd6a0d, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1053	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=SEASON, blocked=false, id=984d64c4-6dda-47d6-819a-3124bfff3265, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	1054	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=e52de48e-86ba-46ce-a808-e98a2652a928, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1055	||	09 мая 2015 13:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=a48ce58d-9c0b-49ed-882a-c92e1631f6f8, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1056	||	09 мая 2015 13:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=af8deced-942d-4a73-8cb3-b490531c0ae5, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	1057	||	09 мая 2015 13:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=2d111e19-64bf-43fb-8622-84d482b23ed0, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1058	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=c2dad69a-d8bb-4159-9b83-f3ba12f590db, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1059	||	09 мая 2015 13:00:00'	||	1	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=e28ab57f-a965-4e69-809d-40ec8333475f, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1060	||	09 мая 2015 13:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=160018f8-1651-41ff-a141-50bcda6ca4b8, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	1061	||	09 мая 2015 13:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=64694939-92bf-4a98-b72c-21b55a8abc14, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
